cell,time,x,y,z,size,mother
AB,1,113.25482688229579,34.08748439265116,-0.92798145,53,P0
AB,2,153.2548268822958,-7.912515607,-0.42798145,68,P0
AB,3,156.2548268822958,-16.91251561,-0.92798145,48,P0
AB,4,150.2548268822958,-28.91251561,-0.92798145,50,P0
ABa,5,178.2548268822958,20.087484392651163,-0.62798145,70,AB
ABa,6,180.2548268822958,7.087484392651163,-0.02798145,71,AB
ABa,7,212.2548268822958,3.087484392651163,-0.42798145,75,AB
ABa,8,231.2548268822958,-3.912515607,-0.42798145,79,AB
ABa,9,237.2548268822958,9.087484392651163,-0.22798145,82,AB
ABa,10,240.2548268822958,16.087484392651163,1.2720185504488946,86,AB
ABa,11,219.2548268822958,26.087484392651163,0.6720185504488949,89,AB
ABa,12,207.2548268822958,27.087484392651163,0.6720185504488949,92,AB
ABa,13,199.2548268822958,44.08748439265116,-0.72798145,95,AB
ABa,14,184.2548268822958,66.08748439265116,1.7720185504488946,79,AB
ABal,15,184.2548268822958,53.08748439265116,-3.32798145,58,ABa
ABal,16,216.2548268822958,13.087484392651163,-3.42798145,60,ABa
ABal,17,216.2548268822958,-4.912515607,-3.52798145,73,ABa
ABal,18,230.2548268822958,-0.912515607,-3.42798145,69,ABa
ABal,19,251.2548268822958,-5.912515607,-3.22798145,65,ABa
ABal,20,267.2548268822958,-9.912515607,-3.62798145,70,ABa
ABal,21,272.2548268822958,-8.912515607,-2.42798145,70,ABa
ABal,22,269.2548268822958,-17.91251561,-1.42798145,72,ABa
ABal,23,272.2548268822958,-32.91251561,-0.42798145,75,ABa
ABal,24,257.2548268822958,-57.91251561,1.2720185504488946,80,ABa
ABal,25,256.2548268822958,-60.91251561,1.372018550448896,84,ABa
ABal,26,266.2548268822958,-63.91251561,1.372018550448896,81,ABa
ABal,27,242.2548268822958,-56.91251561,2.1720185504488967,58,ABa
ABala,28,254.2548268822958,-23.91251561,2.972018550448894,49,ABal
ABala,29,276.2548268822958,1.087484392651163,2.472018550448894,52,ABal
ABala,30,280.2548268822958,2.087484392651163,1.9720185504488938,59,ABal
ABala,31,293.2548268822958,8.087484392651163,1.1720185504488967,59,ABal
ABala,32,316.2548268822958,19.087484392651163,2.1720185504488967,60,ABal
ABala,33,313.2548268822958,25.087484392651163,2.1720185504488967,61,ABal
ABala,34,304.2548268822958,38.08748439265116,2.2720185504488946,63,ABal
ABala,35,291.2548268822958,46.08748439265116,4.072018550448895,65,ABal
ABala,36,285.2548268822958,49.08748439265116,4.172018550448897,69,ABal
ABala,37,291.2548268822958,40.08748439265116,3.0720185504488953,70,ABal
ABala,38,288.2548268822958,36.08748439265116,4.072018550448895,68,ABal
ABala,39,283.2548268822958,41.08748439265116,5.072018550448895,66,ABal
ABala,40,270.2548268822958,51.08748439265116,4.272018550448895,70,ABal
ABala,41,268.2548268822958,46.08748439265116,4.972018550448894,65,ABal
ABala,42,265.2548268822958,40.08748439265116,4.872018550448896,65,ABal
ABalaa,43,290.2548268822958,2.087484392651163,5.172018550448897,51,ABala
ABalaa,44,290.2548268822958,-11.91251561,5.772018550448895,58,ABala
ABalaa,45,291.2548268822958,-19.91251561,5.972018550448894,57,ABala
ABalaa,46,299.2548268822958,-32.91251561,5.972018550448894,55,ABala
ABalaa,47,298.2548268822958,-41.91251561,6.172018550448897,56,ABala
ABalaa,48,297.2548268822958,-30.91251561,6.972018550448894,57,ABala
ABalaa,49,292.2548268822958,-26.91251561,7.072018550448895,59,ABala
ABalaa,50,284.2548268822958,-38.91251561,7.072018550448895,59,ABala
ABalaa,51,287.2548268822958,-41.91251561,6.172018550448897,61,ABala
ABalaa,52,291.2548268822958,-50.91251561,6.072018550448895,60,ABala
ABalaa,53,283.2548268822958,-57.91251561,6.772018550448895,60,ABala
ABalaa,54,286.2548268822958,-62.91251561,5.372018550448896,63,ABala
ABalaa,55,279.2548268822958,-56.91251561,5.972018550448894,61,ABala
ABalaa,56,280.2548268822958,-59.91251561,5.872018550448896,61,ABala
ABalaa,57,274.2548268822958,-68.91251561,5.772018550448895,61,ABala
ABalaa,58,276.2548268822958,-66.91251561,6.872018550448896,61,ABala
ABalaa,59,279.2548268822958,-60.91251561,6.672018550448897,61,ABala
ABalaa,60,271.2548268822958,-63.91251561,5.772018550448895,62,ABala
ABalaa,61,268.2548268822958,-63.91251561,4.972018550448894,62,ABala
ABalaa,62,273.2548268822958,-68.91251561,3.472018550448894,64,ABala
ABalaa,63,269.2548268822958,-60.91251561,5.772018550448895,61,ABala
ABalaaa,64,287.2548268822958,-28.91251561,6.972018550448894,59,ABalaa
ABalaaa,65,296.2548268822958,-22.91251561,5.272018550448895,54,ABalaa
ABalaaa,66,296.2548268822958,-7.912515607,5.372018550448896,55,ABalaa
ABalaaa,67,293.2548268822958,0.087484393,6.872018550448896,57,ABalaa
ABalaaa,68,295.2548268822958,10.087484392651163,7.872018550448896,57,ABalaa
ABalaaa,69,304.2548268822958,4.087484392651163,7.072018550448895,55,ABalaa
ABalaaa,70,301.2548268822958,-13.91251561,7.072018550448895,54,ABalaa
ABalaaa,71,300.2548268822958,-11.91251561,6.972018550448894,53,ABalaa
ABalaaa,72,296.2548268822958,-12.91251561,6.972018550448894,52,ABalaa
ABalaaa,73,289.2548268822958,-9.912515607,6.272018550448895,52,ABalaa
ABalaaa,74,296.2548268822958,-8.912515607,6.272018550448895,52,ABalaa
ABalaaa,75,297.2548268822958,-11.91251561,6.172018550448897,52,ABalaa
ABalaaa,76,299.2548268822958,-16.91251561,6.172018550448897,52,ABalaa
ABalaaa,77,294.2548268822958,-19.91251561,6.172018550448897,52,ABalaa
ABalaaa,78,291.2548268822958,-26.91251561,6.172018550448897,54,ABalaa
ABalaaa,79,299.2548268822958,-23.91251561,6.172018550448897,52,ABalaa
ABalaaa,80,297.2548268822958,-31.91251561,6.072018550448895,52,ABalaa
ABalaaa,81,294.2548268822958,-25.91251561,6.172018550448897,52,ABalaa
ABalaaa,82,301.2548268822958,-29.91251561,5.172018550448897,52,ABalaa
ABalaaa,83,304.2548268822958,-33.91251561,5.272018550448895,54,ABalaa
ABalaaa,84,296.2548268822958,-34.91251561,6.072018550448895,52,ABalaa
ABalaaa,85,295.2548268822958,-41.91251561,6.172018550448897,52,ABalaa
ABalaaa,86,289.2548268822958,-35.91251561,6.172018550448897,52,ABalaa
ABalaaa,87,276.2548268822958,-34.91251561,6.072018550448895,53,ABalaa
ABalaaa,88,271.2548268822958,-41.91251561,5.372018550448896,55,ABalaa
ABalaaa,89,270.2548268822958,-40.91251561,5.472018550448894,55,ABalaa
ABalaaa,90,273.2548268822958,-41.91251561,6.072018550448895,53,ABalaa
ABalaaa,91,283.2548268822958,-62.91251561,6.272018550448895,52,ABalaa
ABalaaaa,92,281.2548268822958,-78.91251561,7.072018550448895,51,ABalaaa
ABalaaaa,93,282.2548268822958,-76.91251561,7.172018550448897,50,ABalaaa
ABalaaaa,94,286.2548268822958,-72.91251561,7.072018550448895,49,ABalaaa
ABalaaaa,95,289.2548268822958,-68.91251561,6.072018550448895,47,ABalaaa
ABalaaaa,96,293.2548268822958,-67.91251561,5.972018550448894,46,ABalaaa
ABalaaaa,97,296.2548268822958,-60.91251561,5.972018550448894,45,ABalaaa
ABalaaaa,98,303.2548268822958,-59.91251561,4.172018550448897,44,ABalaaa
ABalaaaa,99,307.2548268822958,-49.91251561,4.972018550448894,43,ABalaaa
ABalaaaa,100,308.2548268822958,-50.91251561,4.172018550448897,44,ABalaaa
ABalaaaa,101,308.2548268822958,-49.91251561,3.972018550448894,44,ABalaaa
ABalaaaa,102,313.2548268822958,-38.91251561,4.172018550448897,44,ABalaaa
ABalaaaa,103,312.2548268822958,-30.91251561,3.972018550448894,44,ABalaaa
ABalaaaa,104,314.2548268822958,-31.91251561,3.2720185504488946,44,ABalaaa
ABalaaaa,105,312.2548268822958,-24.91251561,4.972018550448894,44,ABalaaa
ABalaaaa,106,313.2548268822958,-12.91251561,4.172018550448897,44,ABalaaa
ABalaaaa,107,313.2548268822958,-2.912515607,4.072018550448895,44,ABalaaa
ABalaaaa,108,313.2548268822958,-5.912515607,4.272018550448895,44,ABalaaa
ABalaaaa,109,308.2548268822958,-15.91251561,5.172018550448897,47,ABalaaa
ABalaaaa,110,304.2548268822958,-12.91251561,5.172018550448897,45,ABalaaa
ABalaaaa,111,305.2548268822958,-12.91251561,4.172018550448897,46,ABalaaa
ABalaaaa,112,307.2548268822958,-10.91251561,4.072018550448895,45,ABalaaa
ABalaaaa,113,302.2548268822958,-8.912515607,5.072018550448895,46,ABalaaa
ABalaaaa,114,301.2548268822958,-8.912515607,5.072018550448895,46,ABalaaa
ABalaaaa,115,300.2548268822958,3.087484392651163,5.872018550448896,46,ABalaaa
ABalaaaa,116,301.2548268822958,0.087484393,6.072018550448895,46,ABalaaa
ABalaaaa,117,299.2548268822958,10.087484392651163,6.072018550448895,45,ABalaaa
ABalaaaa,118,302.2548268822958,15.087484392651163,6.072018550448895,45,ABalaaa
ABalaaaa,119,296.2548268822958,28.087484392651163,6.172018550448897,45,ABalaaa
ABalaaaa,120,304.2548268822958,28.087484392651163,6.172018550448897,45,ABalaaa
ABalaaaa,121,306.2548268822958,22.087484392651163,6.172018550448897,44,ABalaaa
ABalaaaa,122,312.2548268822958,16.087484392651163,4.272018550448895,44,ABalaaa
ABalaaaa,123,305.2548268822958,14.087484392651163,4.072018550448895,45,ABalaaa
ABalaaaal,124,306.2548268822958,-5.912515607,4.072018550448895,40,ABalaaaa
ABalaaaal,125,300.2548268822958,-12.91251561,4.172018550448897,43,ABalaaaa
ABalaaaal,126,304.2548268822958,14.087484392651163,4.172018550448897,41,ABalaaaa
ABalaaaal,127,301.2548268822958,22.087484392651163,4.072018550448895,38,ABalaaaa
ABalaaaal,128,307.2548268822958,28.087484392651163,4.072018550448895,37,ABalaaaa
ABalaaaal,129,307.2548268822958,37.08748439265116,4.072018550448895,38,ABalaaaa
ABalaaaal,130,309.2548268822958,39.08748439265116,3.372018550448896,38,ABalaaaa
ABalaaaal,131,311.2548268822958,40.08748439265116,3.0720185504488953,38,ABalaaaa
ABalaaaal,132,312.2548268822958,36.08748439265116,3.1720185504488967,38,ABalaaaa
ABalaaaal,133,316.2548268822958,38.08748439265116,3.1720185504488967,38,ABalaaaa
ABalaaaal,134,317.2548268822958,32.08748439265116,3.372018550448896,40,ABalaaaa
ABalaaaal,135,314.2548268822958,29.087484392651163,4.072018550448895,38,ABalaaaa
ABalaaaal,136,313.2548268822958,33.08748439265116,4.072018550448895,38,ABalaaaa
ABalaaaal,137,308.2548268822958,35.08748439265116,4.172018550448897,38,ABalaaaa
ABalaaaal,138,312.2548268822958,38.08748439265116,4.972018550448894,36,ABalaaaa
ABalaaaal,139,307.2548268822958,39.08748439265116,4.572018550448895,38,ABalaaaa
ABalaaaal,140,309.2548268822958,28.087484392651163,5.272018550448895,38,ABalaaaa
ABalaaaal,141,310.2548268822958,34.08748439265116,4.372018550448896,38,ABalaaaa
ABalaaaal,142,310.2548268822958,24.087484392651163,4.472018550448894,40,ABalaaaa
ABalaaaal,143,318.2548268822958,17.087484392651163,4.972018550448894,36,ABalaaaa
ABalaaaal,144,319.2548268822958,21.087484392651163,4.372018550448896,38,ABalaaaa
ABalaaaal,145,318.2548268822958,14.087484392651163,5.072018550448895,36,ABalaaaa
ABalaaaal,146,313.2548268822958,8.087484392651163,5.972018550448894,36,ABalaaaa
ABalaaaal,147,316.2548268822958,-0.912515607,6.072018550448895,36,ABalaaaa
ABalaaaal,148,315.2548268822958,-9.912515607,5.972018550448894,36,ABalaaaa
ABalaaaal,149,316.2548268822958,-9.912515607,5.272018550448895,38,ABalaaaa
ABalaaaal,150,318.2548268822958,-8.912515607,4.272018550448895,38,ABalaaaa
ABalaaaal,151,326.2548268822958,-11.91251561,3.1720185504488967,36,ABalaaaa
ABalaaaal,152,329.2548268822958,-20.91251561,3.872018550448896,36,ABalaaaa
ABalaaaal,153,329.2548268822958,-28.91251561,2.972018550448894,36,ABalaaaa
ABalaaaal,154,328.2548268822958,-29.91251561,2.1720185504488967,37,ABalaaaa
ABalaaaal,155,332.2548268822958,-25.91251561,2.0720185504488953,36,ABalaaaa
ABalaaaal,156,333.2548268822958,-26.91251561,0.5720185504488953,36,ABalaaaa
ABalaaaal,157,329.2548268822958,-21.91251561,0.4720185504488956,36,ABalaaaa
ABalaaaal,158,332.2548268822958,-15.91251561,0.4720185504488956,36,ABalaaaa
ABalaaaal,159,333.2548268822958,-10.91251561,0.07201855,38,ABalaaaa
ABalaaaal,160,332.2548268822958,-18.91251561,-0.62798145,36,ABalaaaa
ABalaaaal,161,330.2548268822958,-12.91251561,-0.52798145,36,ABalaaaa
ABalaaaal,162,333.2548268822958,-9.912515607,0.1720185504488949,38,ABalaaaa
ABalaaaal,163,328.2548268822958,-7.912515607,0.1720185504488949,36,ABalaaaa
ABalaaaal,164,320.2548268822958,-8.912515607,2.0720185504488953,26,ABalaaaa
ABalaaaal,165,318.2548268822958,-4.912515607,1.2720185504488946,36,ABalaaaa
ABalaaaal,166,316.2548268822958,0.087484393,1.372018550448896,36,ABalaaaa
ABalaaaala,167,322.2548268822958,6.087484392651163,3.0720185504488953,32,ABalaaaal
ABalaaaala,168,324.2548268822958,7.087484392651163,3.0720185504488953,32,ABalaaaal
ABalaaaala,169,325.2548268822958,2.087484392651163,2.372018550448896,34,ABalaaaal
ABalaaaala,170,330.2548268822958,4.087484392651163,3.0720185504488953,32,ABalaaaal
ABalaaaala,171,328.2548268822958,6.087484392651163,2.472018550448894,34,ABalaaaal
ABalaaaala,172,330.2548268822958,7.087484392651163,3.0720185504488953,32,ABalaaaal
ABalaaaala,173,330.2548268822958,3.087484392651163,3.0720185504488953,32,ABalaaaal
ABalaaaala,174,333.2548268822958,1.087484392651163,2.972018550448894,32,ABalaaaal
ABalaaaala,175,331.2548268822958,3.087484392651163,2.472018550448894,34,ABalaaaal
ABalaaaala,176,332.2548268822958,-1.912515607,2.372018550448896,34,ABalaaaal
ABalaaaala,177,333.2548268822958,-5.912515607,2.1720185504488967,32,ABalaaaal
ABalaaaala,178,333.2548268822958,-8.912515607,1.9720185504488938,32,ABalaaaal
ABalaaaala,179,334.2548268822958,-10.91251561,1.872018550448896,32,ABalaaaal
ABalaaaala,180,332.2548268822958,-12.91251561,1.9720185504488938,32,ABalaaaal
ABalaaaala,181,330.2548268822958,-10.91251561,1.0720185504488953,32,ABalaaaal
ABalaaaala,182,332.2548268822958,-10.91251561,1.2720185504488946,34,ABalaaaal
ABalaaaala,183,323.2548268822958,-4.912515607,0.4720185504488956,34,ABalaaaal
ABalaaaala,184,326.2548268822958,-2.912515607,1.1720185504488967,34,ABalaaaal
ABalaaaala,185,325.2548268822958,-1.912515607,0.5720185504488953,34,ABalaaaal
ABalaaaala,186,324.2548268822958,1.087484392651163,1.2720185504488946,36,ABalaaaal
ABalaaaala,187,324.2548268822958,2.087484392651163,1.2720185504488946,36,ABalaaaal
ABalaaaala,188,321.2548268822958,6.087484392651163,1.0720185504488953,36,ABalaaaal
ABalaaaala,189,316.2548268822958,9.087484392651163,0.6720185504488949,36,ABalaaaal
ABalaaaala,190,315.2548268822958,9.087484392651163,0.4720185504488956,36,ABalaaaal
ABalaaaalp,167,318.2548268822958,-27.91251561,1.1720185504488967,32,ABalaaaal
ABalaaaalp,168,323.2548268822958,-31.91251561,1.0720185504488953,32,ABalaaaal
ABalaaaalp,169,325.2548268822958,-27.91251561,1.2720185504488946,34,ABalaaaal
ABalaaaalp,170,324.2548268822958,-27.91251561,1.1720185504488967,36,ABalaaaal
ABalaaaalp,171,324.2548268822958,-30.91251561,2.1720185504488967,32,ABalaaaal
ABalaaaalp,172,331.2548268822958,-34.91251561,2.0720185504488953,32,ABalaaaal
ABalaaaalp,173,327.2548268822958,-39.91251561,2.0720185504488953,32,ABalaaaal
ABalaaaalp,174,328.2548268822958,-40.91251561,1.9720185504488938,32,ABalaaaal
ABalaaaalp,175,330.2548268822958,-40.91251561,1.1720185504488967,34,ABalaaaal
ABalaaaalp,176,329.2548268822958,-46.91251561,0.6720185504488949,34,ABalaaaal
ABalaaaalp,177,327.2548268822958,-47.91251561,0.5720185504488953,34,ABalaaaal
ABalaaaalp,178,327.2548268822958,-49.91251561,1.2720185504488946,34,ABalaaaal
ABalaaaalp,179,328.2548268822958,-49.91251561,1.1720185504488967,32,ABalaaaal
ABalaaaalp,180,328.2548268822958,-49.91251561,1.0720185504488953,34,ABalaaaal
ABalaaaalp,181,329.2548268822958,-50.91251561,0.4720185504488956,34,ABalaaaal
ABalaaaalp,182,328.2548268822958,-48.91251561,0.27201855044889456,34,ABalaaaal
ABalaaaalp,183,329.2548268822958,-42.91251561,-0.42798145,34,ABalaaaal
ABalaaaalp,184,327.2548268822958,-48.91251561,0.37201855,34,ABalaaaal
ABalaaaalp,185,327.2548268822958,-45.91251561,0.37201855,34,ABalaaaal
ABalaaaalp,186,327.2548268822958,-42.91251561,0.27201855044889456,34,ABalaaaal
ABalaaaalp,187,327.2548268822958,-40.91251561,0.9720185504488956,32,ABalaaaal
ABalaaaalp,188,326.2548268822958,-39.91251561,0.37201855,34,ABalaaaal
ABalaaaalp,189,326.2548268822958,-40.91251561,0.9720185504488956,32,ABalaaaal
ABalaaaalp,190,326.2548268822958,-42.91251561,1.0720185504488953,34,ABalaaaal
ABalaaaar,124,303.2548268822958,39.08748439265116,5.072018550448895,40,ABalaaaa
ABalaaaar,125,298.2548268822958,54.08748439265116,3.1720185504488967,39,ABalaaaa
ABalaaaar,126,299.2548268822958,59.08748439265116,2.872018550448896,39,ABalaaaa
ABalaaaar,127,294.2548268822958,69.08748439265116,2.972018550448894,38,ABalaaaa
ABalaaaar,128,283.2548268822958,75.08748439265116,2.372018550448896,39,ABalaaaa
ABalaaaar,129,274.2548268822958,78.08748439265116,1.4720185504488938,38,ABalaaaa
ABalaaaar,130,272.2548268822958,74.08748439265116,2.372018550448896,40,ABalaaaa
ABalaaaar,131,272.2548268822958,72.08748439265116,2.372018550448896,38,ABalaaaa
ABalaaaar,132,271.2548268822958,72.08748439265116,2.1720185504488967,38,ABalaaaa
ABalaaaar,133,270.2548268822958,64.08748439265116,2.1720185504488967,40,ABalaaaa
ABalaaaar,134,276.2548268822958,65.08748439265116,2.372018550448896,38,ABalaaaa
ABalaaaar,135,275.2548268822958,59.08748439265116,3.2720185504488946,38,ABalaaaa
ABalaaaar,136,272.2548268822958,62.08748439265116,3.1720185504488967,38,ABalaaaa
ABalaaaar,137,264.2548268822958,58.08748439265116,3.972018550448894,36,ABalaaaa
ABalaaaar,138,267.2548268822958,54.08748439265116,5.172018550448897,36,ABalaaaa
ABalaaaar,139,261.2548268822958,54.08748439265116,5.172018550448897,38,ABalaaaa
ABalaaaar,140,266.2548268822958,47.08748439265116,6.072018550448895,36,ABalaaaa
ABalaaaar,141,268.2548268822958,53.08748439265116,7.072018550448895,36,ABalaaaa
ABalaaaar,142,270.2548268822958,54.08748439265116,6.972018550448894,36,ABalaaaa
ABalaaaar,143,269.2548268822958,46.08748439265116,6.972018550448894,36,ABalaaaa
ABalaaaar,144,276.2548268822958,43.08748439265116,6.172018550448897,36,ABalaaaa
ABalaaaar,145,279.2548268822958,38.08748439265116,5.972018550448894,36,ABalaaaa
ABalaaaar,146,283.2548268822958,45.08748439265116,5.872018550448896,36,ABalaaaa
ABalaaaar,147,284.2548268822958,43.08748439265116,6.172018550448897,38,ABalaaaa
ABalaaaar,148,292.2548268822958,32.08748439265116,7.172018550448897,38,ABalaaaa
ABalaaaar,149,290.2548268822958,23.087484392651163,8.272018550448895,38,ABalaaaa
ABalaaaar,150,289.2548268822958,19.087484392651163,8.972018550448894,36,ABalaaaa
ABalaaaar,151,288.2548268822958,17.087484392651163,8.272018550448895,38,ABalaaaa
ABalaaaar,152,287.2548268822958,17.087484392651163,8.172018550448897,38,ABalaaaa
ABalaaaar,153,290.2548268822958,17.087484392651163,8.272018550448895,40,ABalaaaa
ABalaaaar,154,288.2548268822958,8.087484392651163,9.272018550448895,39,ABalaaaa
ABalaaaar,155,294.2548268822958,9.087484392651163,9.172018550448897,38,ABalaaaa
ABalaaaar,156,299.2548268822958,7.087484392651163,8.272018550448895,38,ABalaaaa
ABalaaaar,157,299.2548268822958,5.087484392651163,8.072018550448895,38,ABalaaaa
ABalaaaar,158,300.2548268822958,13.087484392651163,7.372018550448896,38,ABalaaaa
ABalaaaar,159,301.2548268822958,21.087484392651163,7.372018550448896,38,ABalaaaa
ABalaaaar,160,303.2548268822958,15.087484392651163,7.372018550448896,38,ABalaaaa
ABalaaaar,161,299.2548268822958,19.087484392651163,8.272018550448895,38,ABalaaaa
ABalaaaar,162,300.2548268822958,23.087484392651163,8.172018550448897,36,ABalaaaa
ABalaaaar,163,299.2548268822958,19.087484392651163,7.272018550448895,36,ABalaaaa
ABalaaaar,164,288.2548268822958,17.087484392651163,8.072018550448895,33,ABalaaaa
ABalaaaar,165,287.2548268822958,12.087484392651163,7.172018550448897,36,ABalaaaa
ABalaaaarl,166,278.2548268822958,12.087484392651163,8.372018550448896,36,ABalaaaar
ABalaaaarl,167,277.2548268822958,6.087484392651163,8.372018550448896,36,ABalaaaar
ABalaaaarl,168,277.2548268822958,6.087484392651163,8.372018550448896,36,ABalaaaar
ABalaaaarl,169,282.2548268822958,5.087484392651163,9.072018550448895,26,ABalaaaar
ABalaaaarl,170,286.2548268822958,3.087484392651163,9.072018550448895,36,ABalaaaar
ABalaaaarl,171,284.2548268822958,5.087484392651163,9.072018550448895,36,ABalaaaar
ABalaaaarl,172,278.2548268822958,4.087484392651163,9.172018550448897,36,ABalaaaar
ABalaaaarl,173,278.2548268822958,5.087484392651163,9.172018550448897,36,ABalaaaar
ABalaaaarl,174,274.2548268822958,-0.912515607,9.172018550448897,36,ABalaaaar
ABalaaaarl,175,275.2548268822958,-0.912515607,9.272018550448895,36,ABalaaaar
ABalaaaarl,176,276.2548268822958,-5.912515607,9.172018550448897,36,ABalaaaar
ABalaaaarl,177,279.2548268822958,-3.912515607,9.072018550448895,36,ABalaaaar
ABalaaaarl,178,282.2548268822958,-3.912515607,8.272018550448895,36,ABalaaaar
ABalaaaarl,179,276.2548268822958,-8.912515607,8.372018550448896,36,ABalaaaar
ABalaaaarl,180,275.2548268822958,-1.912515607,9.172018550448897,36,ABalaaaar
ABalaaaarl,181,271.2548268822958,-2.912515607,9.072018550448895,36,ABalaaaar
ABalaaaarl,182,274.2548268822958,-6.912515607,9.172018550448897,26,ABalaaaar
ABalaaaarl,183,269.2548268822958,-6.912515607,9.172018550448897,36,ABalaaaar
ABalaaaarl,184,272.2548268822958,-6.912515607,10.072018550448895,26,ABalaaaar
ABalaaaarl,185,271.2548268822958,-1.912515607,8.472018550448894,36,ABalaaaar
ABalaaaarl,186,270.2548268822958,-3.912515607,9.172018550448897,36,ABalaaaar
ABalaaaarl,187,268.2548268822958,-10.91251561,9.172018550448897,36,ABalaaaar
ABalaaaarl,188,275.2548268822958,-5.912515607,9.372018550448896,36,ABalaaaar
ABalaaaarl,189,275.2548268822958,-10.91251561,9.372018550448896,36,ABalaaaar
ABalaaaarl,190,276.2548268822958,-2.912515607,9.172018550448897,36,ABalaaaar
ABalaaaarr,166,298.2548268822958,19.087484392651163,7.172018550448897,32,ABalaaaar
ABalaaaarr,167,299.2548268822958,16.087484392651163,7.072018550448895,34,ABalaaaar
ABalaaaarr,168,299.2548268822958,13.087484392651163,7.072018550448895,36,ABalaaaar
ABalaaaarr,169,297.2548268822958,13.087484392651163,7.172018550448897,36,ABalaaaar
ABalaaaarr,170,305.2548268822958,13.087484392651163,7.072018550448895,36,ABalaaaar
ABalaaaarr,171,302.2548268822958,10.087484392651163,6.272018550448895,36,ABalaaaar
ABalaaaarr,172,308.2548268822958,8.087484392651163,7.072018550448895,34,ABalaaaar
ABalaaaarr,173,308.2548268822958,11.087484392651163,7.172018550448897,34,ABalaaaar
ABalaaaarr,174,304.2548268822958,10.087484392651163,7.272018550448895,34,ABalaaaar
ABalaaaarr,175,304.2548268822958,9.087484392651163,7.172018550448897,36,ABalaaaar
ABalaaaarr,176,305.2548268822958,6.087484392651163,7.172018550448897,36,ABalaaaar
ABalaaaarr,177,309.2548268822958,5.087484392651163,7.172018550448897,34,ABalaaaar
ABalaaaarr,178,306.2548268822958,2.087484392651163,7.172018550448897,36,ABalaaaar
ABalaaaarr,179,304.2548268822958,3.087484392651163,7.272018550448895,36,ABalaaaar
ABalaaaarr,180,305.2548268822958,5.087484392651163,7.172018550448897,36,ABalaaaar
ABalaaaarr,181,305.2548268822958,-3.912515607,8.072018550448895,34,ABalaaaar
ABalaaaarr,182,301.2548268822958,-4.912515607,8.072018550448895,36,ABalaaaar
ABalaaaarr,183,303.2548268822958,-7.912515607,8.172018550448897,34,ABalaaaar
ABalaaaarr,184,301.2548268822958,-5.912515607,8.172018550448897,36,ABalaaaar
ABalaaaarr,185,303.2548268822958,-7.912515607,7.072018550448895,36,ABalaaaar
ABalaaaarr,186,303.2548268822958,-7.912515607,7.072018550448895,36,ABalaaaar
ABalaaaarr,187,303.2548268822958,-7.912515607,7.172018550448897,36,ABalaaaar
ABalaaaarr,188,304.2548268822958,-6.912515607,7.172018550448897,36,ABalaaaar
ABalaaaarr,189,304.2548268822958,-6.912515607,7.072018550448895,26,ABalaaaar
ABalaaaarr,190,305.2548268822958,-0.912515607,8.172018550448897,34,ABalaaaar
ABalaaap,92,277.2548268822958,-19.91251561,4.272018550448895,51,ABalaaa
ABalaaap,93,287.2548268822958,-19.91251561,3.972018550448894,50,ABalaaa
ABalaaap,94,285.2548268822958,-15.91251561,3.872018550448896,49,ABalaaa
ABalaaap,95,276.2548268822958,-5.912515607,3.972018550448894,47,ABalaaa
ABalaaap,96,280.2548268822958,-5.912515607,3.1720185504488967,46,ABalaaa
ABalaaap,97,284.2548268822958,-2.912515607,2.1720185504488967,45,ABalaaa
ABalaaap,98,281.2548268822958,1.087484392651163,0.6720185504488949,46,ABalaaa
ABalaaap,99,282.2548268822958,-1.912515607,1.0720185504488953,43,ABalaaa
ABalaaap,100,284.2548268822958,-1.912515607,1.0720185504488953,44,ABalaaa
ABalaaap,101,280.2548268822958,6.087484392651163,1.9720185504488938,44,ABalaaa
ABalaaap,102,273.2548268822958,10.087484392651163,1.9720185504488938,44,ABalaaa
ABalaaap,103,276.2548268822958,10.087484392651163,1.1720185504488967,44,ABalaaa
ABalaaap,104,287.2548268822958,12.087484392651163,1.4720185504488938,46,ABalaaa
ABalaaap,105,286.2548268822958,19.087484392651163,2.0720185504488953,44,ABalaaa
ABalaaap,106,270.2548268822958,24.087484392651163,1.4720185504488938,46,ABalaaa
ABalaaap,107,267.2548268822958,26.087484392651163,1.372018550448896,46,ABalaaa
ABalaaap,108,275.2548268822958,21.087484392651163,1.372018550448896,46,ABalaaa
ABalaaap,109,283.2548268822958,25.087484392651163,1.1720185504488967,47,ABalaaa
ABalaaap,110,295.2548268822958,22.087484392651163,1.9720185504488938,45,ABalaaa
ABalaaap,111,283.2548268822958,24.087484392651163,1.0720185504488953,46,ABalaaa
ABalaaap,112,282.2548268822958,27.087484392651163,1.1720185504488967,47,ABalaaa
ABalaaap,113,281.2548268822958,32.08748439265116,2.1720185504488967,46,ABalaaa
ABalaaap,114,278.2548268822958,28.087484392651163,1.2720185504488946,46,ABalaaa
ABalaaap,115,279.2548268822958,29.087484392651163,1.1720185504488967,46,ABalaaa
ABalaaap,116,275.2548268822958,39.08748439265116,1.872018550448896,46,ABalaaa
ABalaaap,117,273.2548268822958,47.08748439265116,1.372018550448896,47,ABalaaa
ABalaaap,118,269.2548268822958,46.08748439265116,1.0720185504488953,45,ABalaaa
